Interaction_ID,User_ID,Category_Type,Category_Value,Strength,Timestamp
2183,99,Planet,Terrestrial,4,2025-12-04 07:30:15.737005
2184,69,Moon,Makemake,4,2025-11-19 01:00:06.891109
2185,6,Star,B,3,2025-12-02 11:43:12.767910
2186,82,Star,M,4,2025-11-30 14:15:58.168329
2187,86,Planet,Gas Giant,4,2025-11-25 05:28:12.924836
2188,44,Star,M,3,2025-12-04 16:12:47.772262
2189,57,Planet,Gas Giant,2,2025-12-05 02:45:23.630438
2190,93,Star,M,2,2025-12-02 23:19:31.278300
2191,6,Planet,Gas Giant,2,2025-11-30 23:41:51.837145
2192,53,Planet,Dwarf Planet,4,2025-12-03 01:51:55.929514
2193,14,Star,A,3,2025-12-07 22:36:48.517951
2194,92,Star,M,2,2025-12-03 11:13:52.920752
2195,88,Planet,Dwarf Planet,2,2025-11-23 10:58:06.827281
2196,83,Star,O,5,2025-12-01 00:22:35.531213
2197,21,Star,M,2,2025-12-05 23:06:18.020827
2198,48,Star,K,4,2025-12-03 12:18:00.625120
2199,13,Star,K,3,2025-11-15 09:24:06.218378
2200,96,Moon,Saturn,5,2025-11-13 06:13:23.467122
2201,37,Star,O,5,2025-12-08 13:09:28.631954
2202,44,Moon,Jupiter,2,2025-12-01 18:00:44.638370
2203,29,Planet,Dwarf Planet,2,2025-12-01 10:00:11.190397
2204,65,Planet,Terrestrial,5,2025-12-02 16:44:52.791429
2205,58,Moon,Jupiter,5,2025-11-29 01:27:12.270211
2206,12,Planet,Ice Giant,2,2025-10-25 03:04:50.344972
2207,41,Planet,Dwarf Planet,2,2025-11-09 04:01:09.931358
2208,51,Star,A,5,2025-12-06 21:19:47.260179
2209,63,Planet,Gas Giant,4,2025-12-01 11:08:46.347950
2210,90,Planet,Dwarf Planet,2,2025-11-29 11:08:25.568997
2211,57,Planet,Gas Giant,3,2025-11-24 13:25:45.690612
2212,74,Star,M,4,2025-12-03 08:19:37.803221
2213,83,Planet,Dwarf Planet,1,2025-12-06 21:14:36.122458
2214,58,Planet,Terrestrial,4,2025-12-04 04:29:25.505762
2215,71,Planet,Dwarf Planet,4,2025-11-25 04:19:34.798264
2216,78,Star,A,1,2025-11-24 02:37:24.937362
2217,20,Star,O,5,2025-11-22 12:19:44.416670
2218,63,Moon,Haumea,3,2025-12-05 22:02:17.283184
2219,62,Star,G,3,2025-11-22 05:50:22.576414
2220,66,Planet,Ice Giant,5,2025-11-25 04:00:53.045469
2221,2,Planet,Terrestrial,3,2025-11-30 22:07:10.269714
2222,17,Moon,Mars,1,2025-11-05 18:10:06.419215
2223,53,Planet,Gas Giant,2,2025-12-07 06:57:59.360789
2224,74,Star,B,3,2025-11-25 22:31:30.504834
2225,40,Planet,Terrestrial,5,2025-11-22 06:53:30.568649
2226,60,Moon,Haumea,3,2025-11-19 00:02:37.590631
2227,92,Planet,Ice Giant,5,2025-11-04 00:57:46.471032
2228,100,Moon,Makemake,5,2025-11-19 21:48:05.863867
2229,6,Star,B,3,2025-12-04 11:10:49.421889
2230,8,Planet,Terrestrial,1,2025-12-05 04:26:28.725300
2231,86,Moon,Pluto,1,2025-11-19 00:23:38.217700
2232,75,Star,F,2,2025-12-07 09:05:35.321910
2233,38,Planet,Ice Giant,5,2025-11-17 13:53:49.086356
2234,19,Star,M,4,2025-11-27 23:36:42.305810
2235,14,Planet,Gas Giant,2,2025-12-08 20:34:50.602494
2236,82,Star,M,2,2025-12-04 01:35:29.299022
2237,68,Moon,Neptune,4,2025-11-30 20:08:15.226729
2238,69,Star,B,1,2025-11-16 20:15:41.011671
2239,80,Moon,Makemake,5,2025-12-07 08:37:58.684968
2240,95,Star,K,3,2025-11-14 04:31:04.429548
2241,60,Planet,Ice Giant,3,2025-12-05 09:14:43.434285
2242,38,Star,K,4,2025-11-25 21:44:09.407238
2243,96,Star,G,2,2025-11-28 02:59:22.190018
2244,75,Star,M,4,2025-12-03 17:03:43.811358
2245,2,Star,K,5,2025-11-13 19:25:04.907120
2246,45,Planet,Ice Giant,4,2025-12-07 02:31:08.095676
2247,73,Planet,Terrestrial,3,2025-12-08 15:08:46.071156
2248,26,Planet,Dwarf Planet,3,2025-12-04 02:53:17.769970
2249,11,Planet,Gas Giant,1,2025-11-17 21:38:44.848471
2250,93,Star,A,4,2025-11-30 10:46:35.050940
2251,16,Star,K,2,2025-10-25 00:25:50.347972
2252,51,Planet,Dwarf Planet,2,2025-12-01 13:57:50.220439
2253,39,Planet,Gas Giant,2,2025-12-08 03:28:53.243194
2254,43,Planet,Dwarf Planet,4,2025-11-14 13:35:01.541359
2255,87,Planet,Gas Giant,5,2025-11-28 12:48:51.121859
2256,37,Star,M,2,2025-12-05 10:42:54.069898
2257,21,Planet,Ice Giant,5,2025-11-22 08:18:02.400055
2258,86,Moon,Jupiter,1,2025-12-03 06:37:53.343028
2259,8,Planet,Gas Giant,2,2025-12-05 15:28:59.396137
2260,99,Star,K,5,2025-11-20 17:40:35.200314
2261,1,Planet,Terrestrial,3,2025-12-05 05:19:41.637501
2262,37,Planet,Dwarf Planet,5,2025-12-07 20:18:07.881729
2263,65,Planet,Terrestrial,1,2025-12-06 22:58:41.876864
2264,12,Star,A,1,2025-12-08 19:10:48.133922
2265,58,Star,F,2,2025-12-04 12:53:50.455764
2266,53,Planet,Gas Giant,3,2025-12-03 08:12:33.360004
2267,80,Star,B,3,2025-12-04 20:49:06.070303
2268,42,Planet,Terrestrial,3,2025-12-06 02:25:25.054928
2269,37,Planet,Gas Giant,3,2025-11-25 03:50:06.029805
2270,24,Star,G,4,2025-11-23 15:34:45.974123
2271,67,Star,O,4,2025-12-03 19:51:56.845665
2272,21,Star,A,3,2025-11-10 17:29:32.973757
2273,92,Star,A,1,2025-12-08 10:46:52.478108
2274,38,Planet,Gas Giant,4,2025-11-05 21:01:54.440232
2275,94,Moon,Mars,4,2025-12-07 20:58:20.054622
2276,54,Star,F,1,2025-11-28 17:11:48.255183
2277,44,Planet,Terrestrial,1,2025-12-08 05:19:39.736037
2278,71,Star,O,3,2025-11-21 17:55:20.249527
2279,43,Star,M,1,2025-11-30 10:36:23.411625
2280,80,Planet,Terrestrial,4,2025-12-06 18:01:44.532690
2281,52,Planet,Ice Giant,4,2025-12-01 08:38:54.673305
2282,54,Star,K,3,2025-12-05 09:34:49.439726
2283,81,Moon,Jupiter,3,2025-10-24 22:05:50.349972
2284,27,Star,B,4,2025-11-15 04:45:44.122036
2285,60,Star,K,4,2025-12-05 21:43:28.359464
2286,6,Star,K,5,2025-11-03 04:53:22.782629
2287,79,Star,K,1,2025-11-24 12:39:36.153497
2288,26,Planet,Gas Giant,3,2025-11-29 19:18:28.322673
2289,67,Moon,Jupiter,4,2025-11-05 05:14:45.292411
2290,97,Star,A,2,2025-12-09 03:58:10.417889
2291,4,Moon,Haumea,3,2025-12-03 19:19:23.980128
2292,62,Planet,Dwarf Planet,3,2025-12-08 08:51:50.318417
2293,46,Planet,Terrestrial,2,2025-12-03 13:15:18.916260
2294,75,Star,M,3,2025-11-18 20:06:59.602204
2295,49,Planet,Terrestrial,5,2025-11-20 01:43:53.581550
2296,17,Planet,Dwarf Planet,5,2025-11-25 13:14:37.337037
2297,54,Planet,Dwarf Planet,2,2025-12-06 06:37:21.746681
2298,24,Star,G,2,2025-11-26 15:56:26.297440
2299,60,Moon,Jupiter,5,2025-12-06 17:01:15.065833
2300,92,Planet,Ice Giant,2,2025-12-03 13:05:34.855905
2301,80,Star,A,4,2025-11-25 12:57:09.946470
2302,47,Planet,Terrestrial,2,2025-10-31 12:41:45.493075
2303,46,Moon,Haumea,4,2025-12-06 18:14:33.383983
2304,37,Moon,Neptune,2,2025-11-23 23:28:49.300251
2305,58,Planet,Dwarf Planet,3,2025-10-31 08:18:51.494159
2306,28,Planet,Dwarf Planet,4,2025-11-18 08:18:19.188571
2307,17,Star,B,4,2025-11-22 19:56:17.604450
2308,89,Star,K,4,2025-11-30 07:25:41.286475
2309,49,Planet,Gas Giant,5,2025-12-08 13:15:19.000572
2310,94,Star,O,5,2025-11-24 08:46:27.997805
2311,19,Moon,Neptune,4,2025-12-07 00:36:16.504825
2312,86,Star,A,4,2025-11-27 06:44:02.470490
2313,60,Moon,Haumea,1,2025-11-23 12:06:16.645143
2314,51,Planet,Terrestrial,3,2025-11-04 07:02:51.174804
2315,37,Star,M,3,2025-12-04 02:43:00.708947
2316,68,Planet,Terrestrial,4,2025-11-28 06:24:25.272300
2317,24,Planet,Terrestrial,3,2025-12-06 16:33:50.664302
2318,12,Star,B,3,2025-11-28 05:04:01.891006
2319,75,Star,M,3,2025-11-25 11:56:20.196139
2320,61,Star,F,4,2025-12-02 00:52:40.643386
2321,43,Star,O,4,2025-11-13 19:25:03.994628
2322,34,Star,O,2,2025-12-08 22:40:16.890899
2323,100,Planet,Terrestrial,2,2025-11-30 12:25:48.444029
2324,6,Star,A,5,2025-12-05 03:23:08.423328
2325,26,Planet,Gas Giant,4,2025-12-06 07:27:54.396704
2326,45,Star,B,2,2025-12-04 06:40:42.919194
2327,69,Star,O,1,2025-11-14 23:33:31.774260
2328,15,Moon,Jupiter,4,2025-12-08 06:36:24.818255
2329,79,Star,K,3,2025-11-26 22:46:42.751142
2330,22,Planet,Dwarf Planet,4,2025-12-08 01:58:38.747825
2331,19,Planet,Ice Giant,3,2025-11-30 16:57:50.438694
2332,69,Star,B,4,2025-12-03 16:07:08.728894
2333,32,Planet,Ice Giant,5,2025-12-07 22:34:12.117456
2334,36,Star,K,5,2025-11-14 16:55:12.777718
2335,65,Star,K,4,2025-12-07 20:28:54.087278
2336,55,Planet,Gas Giant,3,2025-12-07 19:38:16.932362
2337,63,Moon,Eris,4,2025-12-07 04:38:12.340035
2338,37,Star,K,5,2025-11-29 19:58:44.086676
2339,97,Star,M,3,2025-12-08 11:49:34.981773
2340,3,Star,M,5,2025-11-26 18:35:09.487024
2341,28,Planet,Dwarf Planet,4,2025-11-16 11:06:49.506868
2342,40,Star,O,5,2025-12-01 08:21:50.094444
2343,43,Star,A,4,2025-12-03 01:43:39.032013
2344,26,Star,B,2,2025-12-08 12:48:14.121777
2345,57,Star,M,1,2025-12-05 11:07:19.191133
2346,36,Star,G,5,2025-11-30 14:03:25.897111
2347,3,Planet,Terrestrial,2,2025-11-25 23:32:25.509705
2348,71,Planet,Dwarf Planet,1,2025-12-08 20:06:57.953677
2349,99,Moon,Jupiter,4,2025-12-06 22:32:54.063445
2350,98,Star,A,3,2025-12-03 20:48:26.118175
2351,98,Star,A,3,2025-12-07 02:11:02.828518
2352,5,Planet,Gas Giant,5,2025-12-01 07:16:14.961874
2353,15,Moon,Mars,2,2025-11-02 13:54:10.488906
2354,83,Star,G,3,2025-11-06 21:00:41.850024
2355,86,Star,A,4,2025-11-27 23:45:12.122309
2356,84,Planet,Terrestrial,2,2025-11-01 23:55:34.289718
2357,57,Star,K,3,2025-10-24 14:37:50.353972
2358,76,Star,O,5,2025-11-28 18:02:23.452272
2359,11,Star,F,2,2025-11-27 12:07:48.665231
2360,17,Planet,Gas Giant,3,2025-12-06 10:44:23.894984
2361,79,Star,M,1,2025-12-07 05:04:56.077872
2362,32,Star,B,5,2025-11-25 00:44:32.498361
2363,3,Planet,Dwarf Planet,4,2025-12-04 14:41:49.132293
2364,11,Star,A,3,2025-11-15 15:24:48.222902
2365,73,Moon,Neptune,5,2025-12-04 19:35:07.289045
2366,48,Star,A,4,2025-12-03 19:12:12.356853
2367,18,Planet,Gas Giant,5,2025-12-01 18:37:33.001236
2368,89,Star,A,1,2025-12-05 15:36:18.072065
2369,12,Planet,Dwarf Planet,5,2025-12-06 01:12:27.454043
2370,68,Moon,Earth,2,2025-11-28 22:43:54.775139
2371,7,Planet,Terrestrial,5,2025-11-21 03:16:47.871838
2372,75,Star,F,4,2025-12-08 05:44:45.688098
2373,57,Star,A,4,2025-12-02 20:09:31.806283
2374,9,Planet,Dwarf Planet,5,2025-12-02 06:35:51.362215
2375,10,Star,K,4,2025-12-07 11:42:17.354793
2376,16,Star,F,3,2025-10-24 14:43:50.355973
2377,23,Star,O,4,2025-11-02 23:28:45.832427
2378,1,Star,G,4,2025-12-03 18:52:07.358313
2379,49,Star,K,2,2025-12-06 19:11:30.499329
2380,64,Planet,Dwarf Planet,5,2025-12-04 00:30:51.940910
2381,34,Star,K,5,2025-11-21 17:44:17.811092
2382,14,Planet,Ice Giant,4,2025-11-19 00:11:17.447389
2383,57,Moon,Neptune,1,2025-11-27 11:10:37.687668
2384,22,Planet,Gas Giant,4,2025-12-06 14:25:17.505040
2385,79,Planet,Gas Giant,5,2025-11-24 13:50:38.106809
2386,7,Planet,Dwarf Planet,5,2025-11-30 18:59:30.477468
2387,42,Planet,Terrestrial,2,2025-11-29 09:03:48.113309
2388,57,Star,K,5,2025-12-03 13:10:10.540769
2389,99,Moon,Earth,1,2025-11-14 20:38:49.309875
2390,83,Planet,Dwarf Planet,5,2025-12-08 10:49:54.578658
2391,94,Star,O,5,2025-12-08 11:27:04.794595
2392,15,Planet,Dwarf Planet,2,2025-12-08 11:34:09.097871
2393,15,Moon,Earth,4,2025-12-02 03:21:38.787266
2394,90,Star,M,4,2025-12-06 20:31:53.900881
2395,14,Star,M,3,2025-12-07 01:14:23.370848
2396,18,Star,M,3,2025-10-25 08:05:50.356972
2397,81,Planet,Ice Giant,3,2025-12-03 14:55:31.131786
2398,74,Star,A,5,2025-12-07 12:28:00.513160
2399,41,Moon,Uranus,3,2025-11-28 12:52:28.951682
2400,31,Star,A,5,2025-12-08 00:49:09.529825
2401,18,Star,F,3,2025-11-29 09:48:35.650958
2402,60,Star,A,3,2025-11-30 03:46:18.615382
2403,62,Planet,Dwarf Planet,5,2025-12-02 01:21:32.983636
2404,38,Moon,Haumea,5,2025-12-04 06:46:29.583593
2405,88,Planet,Terrestrial,1,2025-11-24 17:58:54.144934
2406,68,Star,K,4,2025-12-03 08:15:25.614867
2407,97,Planet,Gas Giant,5,2025-11-05 12:51:46.456594
2408,45,Star,O,2,2025-12-07 20:24:32.633748
2409,94,Star,G,4,2025-12-06 07:03:24.248283
2410,56,Planet,Ice Giant,4,2025-11-06 13:49:50.368833
2411,73,Star,B,5,2025-12-04 11:35:16.745650
2412,100,Moon,Earth,3,2025-12-01 06:17:02.731291
2413,61,Moon,Pluto,1,2025-12-01 15:34:20.618377
2414,27,Star,A,3,2025-12-07 22:38:11.953886
2415,5,Moon,Makemake,2,2025-11-17 00:23:39.054830
2416,23,Planet,Dwarf Planet,4,2025-11-28 16:07:41.392000
2417,68,Planet,Gas Giant,4,2025-11-29 20:07:21.080864
2418,40,Star,F,4,2025-12-07 04:54:18.580239
2419,64,Moon,Haumea,4,2025-11-20 23:16:34.036361
2420,1,Star,M,5,2025-11-20 00:49:20.596814
2421,83,Moon,Neptune,5,2025-11-28 06:22:26.207430
2422,25,Planet,Ice Giant,3,2025-11-23 19:40:27.677438
2423,74,Star,F,4,2025-12-05 04:56:28.780997
2424,96,Planet,Ice Giant,2,2025-11-29 06:20:24.919503
2425,13,Moon,Makemake,4,2025-11-09 13:47:52.855741
2426,94,Star,B,4,2025-12-04 08:02:03.658145
2427,95,Star,G,2,2025-11-22 13:00:33.487866
2428,2,Star,O,3,2025-11-03 03:56:33.887420
2429,17,Planet,Dwarf Planet,5,2025-11-27 00:44:14.299799
2430,81,Moon,Neptune,5,2025-12-07 04:51:00.026109
2431,67,Moon,Mars,1,2025-12-05 12:27:40.454854
2432,99,Moon,Uranus,3,2025-10-24 18:37:50.358972
2433,13,Planet,Ice Giant,3,2025-10-24 18:46:50.358972
2434,94,Star,O,3,2025-11-30 06:03:49.024060
2435,70,Planet,Ice Giant,2,2025-10-30 02:04:50.819377
2436,80,Planet,Ice Giant,1,2025-12-01 02:08:35.746626
2437,42,Star,G,2,2025-12-03 15:36:03.512731
2438,61,Star,O,3,2025-11-23 10:57:27.059620
2439,37,Star,B,1,2025-11-28 23:48:42.001757
2440,45,Planet,Dwarf Planet,4,2025-11-30 11:24:32.039347
2441,73,Planet,Ice Giant,4,2025-12-02 20:14:14.225809
2442,72,Moon,Haumea,4,2025-11-29 02:50:39.549161
2443,60,Planet,Ice Giant,3,2025-12-05 07:41:44.032014
2444,86,Star,F,4,2025-10-25 08:55:50.359972
2445,68,Star,O,1,2025-12-08 01:10:23.822841
2446,24,Star,O,2,2025-12-02 08:16:57.644524
2447,19,Moon,Makemake,1,2025-11-21 10:34:11.934299
2448,77,Star,M,5,2025-11-29 10:14:34.842466
2449,9,Moon,Eris,4,2025-12-01 17:57:24.009240
2450,67,Star,O,1,2025-12-07 13:36:44.753142
2451,36,Moon,Eris,4,2025-10-25 11:18:50.359972
2452,86,Planet,Dwarf Planet,4,2025-11-23 05:57:10.005067
2453,79,Planet,Terrestrial,4,2025-11-27 08:45:12.052649
2454,16,Moon,Jupiter,4,2025-12-01 22:35:53.370821
2455,11,Star,F,2,2025-12-07 19:05:08.066637
2456,42,Planet,Gas Giant,5,2025-11-29 04:59:53.605989
2457,56,Moon,Uranus,1,2025-12-08 06:24:16.976149
2458,27,Moon,Pluto,4,2025-12-01 03:50:00.222555
2459,27,Star,B,4,2025-12-07 04:40:51.419971
2460,65,Planet,Ice Giant,5,2025-11-25 14:44:32.662577
2461,32,Planet,Gas Giant,5,2025-11-23 23:09:51.699160
2462,30,Star,G,1,2025-11-15 08:47:26.259568
2463,21,Planet,Gas Giant,3,2025-11-18 02:49:18.010616
2464,98,Planet,Ice Giant,4,2025-12-08 13:50:50.991774
2465,44,Planet,Terrestrial,3,2025-12-05 09:45:39.441458
2466,39,Planet,Gas Giant,4,2025-10-26 14:25:11.597584
2467,66,Star,G,4,2025-11-12 23:14:17.513012
2468,7,Star,O,4,2025-12-09 09:53:18.410095
2469,79,Planet,Ice Giant,5,2025-12-03 13:15:51.359886
2470,84,Moon,Haumea,3,2025-11-28 23:57:27.130520
2471,54,Star,K,4,2025-11-29 02:00:42.143489
2472,88,Planet,Dwarf Planet,2,2025-11-17 14:50:52.986994
2473,43,Star,F,5,2025-11-08 15:09:46.272297
2474,65,Planet,Ice Giant,4,2025-12-05 19:47:30.676036
2475,82,Star,K,2,2025-11-26 16:33:36.582295
2476,33,Moon,Mars,3,2025-11-15 19:09:56.060028
2477,74,Planet,Dwarf Planet,5,2025-12-04 11:58:40.636205
2478,74,Star,B,1,2025-11-24 17:45:24.738664
2479,12,Moon,Jupiter,3,2025-12-06 14:07:21.329897
2480,28,Planet,Ice Giant,1,2025-11-17 21:38:34.469996
2481,59,Star,B,3,2025-11-22 12:06:40.299476
2482,78,Planet,Gas Giant,2,2025-11-29 03:34:53.271039
2483,16,Moon,Jupiter,5,2025-11-21 08:51:58.953203
2484,69,Planet,Ice Giant,5,2025-11-11 14:18:24.640580
2485,34,Planet,Dwarf Planet,4,2025-12-06 02:51:21.763524
2486,40,Planet,Terrestrial,5,2025-12-07 01:35:45.505388
2487,49,Planet,Gas Giant,3,2025-11-20 09:18:35.084681
2488,25,Planet,Terrestrial,3,2025-11-06 04:32:58.003899
2489,95,Planet,Terrestrial,4,2025-12-07 08:53:05.757579
2490,60,Moon,Mars,1,2025-12-08 09:31:50.597724
2491,75,Star,B,5,2025-12-06 11:34:43.455615
2492,79,Moon,Pluto,4,2025-11-22 18:21:13.186514
2493,68,Planet,Terrestrial,4,2025-11-30 18:11:40.412425
2494,46,Star,A,2,2025-12-04 21:09:11.793077
2495,65,Planet,Terrestrial,4,2025-12-07 02:22:57.449138
2496,87,Star,B,4,2025-11-24 17:18:25.808401
2497,15,Star,F,5,2025-12-08 14:38:01.604573
2498,2,Planet,Ice Giant,5,2025-11-20 19:56:00.674601
2499,90,Star,M,4,2025-11-30 02:16:49.469400
2500,97,Planet,Terrestrial,3,2025-12-02 08:16:36.104888
2501,52,Planet,Terrestrial,5,2025-11-22 14:32:39.538873
2502,80,Moon,Saturn,5,2025-11-24 21:28:04.957766
2503,100,Star,G,5,2025-12-05 06:13:55.617309
2504,61,Moon,Haumea,4,2025-11-30 20:18:13.834760
2505,95,Planet,Dwarf Planet,2,2025-11-10 21:17:37.129512
2506,75,Star,M,3,2025-12-08 01:58:03.586080
2507,9,Planet,Gas Giant,2,2025-12-03 15:06:09.530345
2508,61,Moon,Haumea,3,2025-11-18 22:51:39.196546
2509,55,Star,A,4,2025-11-22 19:25:20.243844
2510,87,Star,M,5,2025-11-30 17:41:19.550547
2511,5,Planet,Dwarf Planet,5,2025-12-03 22:23:26.079896
2512,52,Planet,Terrestrial,4,2025-11-30 14:31:10.275413
2513,28,Star,M,2,2025-11-14 09:18:36.490804
2514,47,Planet,Gas Giant,2,2025-11-13 03:49:56.827826
2515,81,Star,M,2,2025-12-02 03:42:54.576753
2516,23,Planet,Ice Giant,4,2025-11-25 13:48:04.457519
2517,26,Star,B,3,2025-11-29 03:04:28.277007
2518,4,Planet,Terrestrial,4,2025-11-20 17:16:16.212413
2519,78,Star,G,5,2025-11-15 07:51:21.930520
2520,77,Star,K,4,2025-11-28 01:01:10.896626
2521,82,Moon,Makemake,3,2025-12-08 14:08:39.798248
2522,23,Moon,Earth,3,2025-11-24 01:59:54.881836
2523,45,Star,G,4,2025-12-06 20:03:30.589476
2524,74,Moon,Earth,3,2025-12-02 04:22:15.103490
2525,78,Star,M,5,2025-12-03 12:04:01.195452
2526,3,Planet,Gas Giant,3,2025-11-21 08:18:56.380248
2527,7,Star,K,1,2025-12-03 08:06:07.399836
2528,54,Planet,Ice Giant,4,2025-12-05 08:36:25.225691
2529,19,Planet,Dwarf Planet,4,2025-11-30 03:48:40.217277
2530,22,Planet,Gas Giant,3,2025-11-29 13:42:05.802199
2531,78,Star,M,3,2025-11-22 04:22:27.157692
2532,3,Planet,Gas Giant,1,2025-12-03 07:49:55.638331
2533,62,Moon,Saturn,2,2025-11-02 14:05:29.385594
2534,59,Planet,Ice Giant,2,2025-12-01 05:37:46.815399
2535,68,Moon,Earth,3,2025-12-06 07:56:19.614933
2536,90,Star,B,3,2025-12-02 13:16:11.190151
2537,64,Planet,Terrestrial,5,2025-11-24 00:17:13.161787
2538,31,Planet,Dwarf Planet,4,2025-11-30 00:50:46.037605
2539,62,Planet,Terrestrial,5,2025-11-10 08:55:08.900280
2540,73,Planet,Terrestrial,5,2025-11-08 20:42:06.908465
2541,74,Star,B,3,2025-11-19 16:26:37.965706
2542,1,Planet,Dwarf Planet,5,2025-11-21 20:14:46.610722
2543,7,Planet,Terrestrial,3,2025-12-07 14:32:07.884533
2544,27,Planet,Ice Giant,3,2025-11-24 04:08:32.287093
2545,36,Planet,Terrestrial,4,2025-11-26 01:09:29.370118
2546,28,Star,M,4,2025-11-30 12:11:46.660404
2547,88,Star,A,2,2025-12-01 07:20:41.038105
2548,75,Planet,Ice Giant,2,2025-12-08 16:17:10.330290
2549,80,Moon,Saturn,5,2025-11-06 06:44:22.178125
2550,89,Star,M,1,2025-11-27 08:34:00.901866
2551,9,Planet,Gas Giant,4,2025-11-12 11:42:40.352736
2552,96,Planet,Terrestrial,1,2025-12-01 05:41:12.964680
2553,56,Planet,Gas Giant,4,2025-11-26 07:32:42.246505
2554,36,Planet,Ice Giant,3,2025-12-01 15:07:54.440876
2555,15,Moon,Haumea,5,2025-12-06 17:55:16.740465
2556,71,Star,O,3,2025-12-01 01:45:20.732937
2557,4,Planet,Ice Giant,2,2025-12-08 13:12:35.137728
2558,51,Star,A,1,2025-11-10 09:29:17.618338
2559,5,Planet,Dwarf Planet,3,2025-12-04 19:54:40.552898
2560,83,Planet,Dwarf Planet,3,2025-12-08 21:16:57.932623
2561,40,Star,O,4,2025-11-30 06:54:54.951011
2562,28,Star,O,4,2025-10-29 06:53:48.819883
2563,71,Planet,Gas Giant,2,2025-11-30 21:51:02.373156
2564,8,Planet,Gas Giant,3,2025-11-22 02:34:30.711592
2565,11,Planet,Gas Giant,4,2025-11-28 13:13:31.835607
2566,14,Moon,Haumea,2,2025-11-27 12:09:40.322734
2567,6,Star,G,2,2025-12-04 20:20:13.458941
2568,9,Star,O,3,2025-11-24 09:44:12.515814
2569,94,Planet,Gas Giant,2,2025-12-08 01:40:36.468822
2570,36,Planet,Gas Giant,3,2025-12-03 21:42:08.424396
2571,64,Star,F,3,2025-12-02 14:21:13.335850
2572,46,Star,G,4,2025-11-25 17:09:33.853344
2573,40,Planet,Ice Giant,3,2025-12-06 17:25:31.862701
2574,67,Planet,Dwarf Planet,5,2025-12-03 09:53:48.112723
2575,16,Planet,Dwarf Planet,2,2025-12-05 04:36:37.731461
2576,36,Star,F,3,2025-12-07 20:48:57.201226
2577,9,Star,F,4,2025-11-16 23:12:43.597956
2578,35,Planet,Terrestrial,2,2025-12-07 02:06:58.536473
2579,85,Star,B,5,2025-11-14 18:01:12.239082
2580,52,Star,A,5,2025-12-07 04:40:13.819327
2581,32,Star,O,5,2025-11-25 23:44:45.962276
2582,37,Planet,Dwarf Planet,3,2025-11-16 13:04:47.288835
2583,43,Star,O,1,2025-12-06 13:18:32.147066
2584,78,Planet,Ice Giant,3,2025-11-15 22:35:51.496411
2585,74,Star,G,5,2025-11-28 06:35:45.260495
2586,75,Star,K,5,2025-12-03 06:52:25.239361
2587,40,Planet,Ice Giant,2,2025-11-26 19:53:55.747551
2588,63,Moon,Earth,1,2025-11-30 18:50:20.239474
2589,4,Star,F,3,2025-12-06 00:21:04.437191
2590,19,Moon,Neptune,2,2025-10-27 09:23:37.484348
2591,38,Moon,Neptune,3,2025-11-14 15:44:04.660182
2592,67,Moon,Uranus,4,2025-12-07 06:11:11.669959
2593,99,Moon,Saturn,3,2025-11-10 22:39:48.551168
2594,42,Star,G,3,2025-10-30 03:23:22.273496
2595,67,Planet,Terrestrial,4,2025-12-06 00:44:01.099493
2596,99,Moon,Uranus,3,2025-11-23 14:26:55.599452
2597,54,Moon,Neptune,2,2025-11-19 03:21:45.764659
2598,31,Planet,Dwarf Planet,4,2025-11-26 18:47:41.684308
2599,72,Star,K,5,2025-12-06 01:02:59.863045
2600,85,Moon,Jupiter,3,2025-12-02 08:42:11.611968
2601,87,Star,F,4,2025-12-07 11:36:02.832613
2602,69,Star,O,3,2025-11-30 20:38:06.544488
2603,40,Star,K,5,2025-12-06 01:13:29.659615
2604,18,Planet,Ice Giant,5,2025-11-26 05:13:38.341898
2605,75,Planet,Ice Giant,4,2025-11-04 15:54:19.742712
2606,3,Planet,Gas Giant,4,2025-12-01 02:43:34.601544
2607,47,Planet,Terrestrial,2,2025-12-07 03:43:41.530442
2608,100,Star,G,3,2025-12-07 09:41:00.136989
2609,11,Star,B,4,2025-11-11 16:45:57.174748
2610,43,Planet,Dwarf Planet,3,2025-12-08 14:02:42.276130
2611,44,Planet,Dwarf Planet,1,2025-12-06 02:00:26.348779
2612,75,Moon,Haumea,5,2025-12-08 19:00:32.563397
2613,68,Star,B,4,2025-12-02 09:18:05.121375
2614,85,Star,M,2,2025-12-05 07:04:41.979332
2615,91,Star,O,3,2025-12-01 08:03:45.760015
2616,56,Star,B,4,2025-11-26 06:32:02.382438
2617,82,Star,G,4,2025-11-29 19:14:41.627495
2618,12,Star,O,3,2025-12-05 05:57:58.051708
2619,11,Moon,Uranus,3,2025-11-22 18:32:10.608326
2620,87,Star,A,4,2025-12-08 15:06:25.572500
2621,2,Planet,Terrestrial,5,2025-12-01 11:16:09.288739
2622,93,Star,M,3,2025-12-06 05:21:17.612020
2623,10,Planet,Dwarf Planet,3,2025-12-06 16:34:45.784227
2624,5,Star,M,2,2025-12-06 23:28:33.998633
2625,14,Star,O,4,2025-11-27 08:03:03.225293
2626,30,Star,B,4,2025-11-21 02:04:49.678453
2627,32,Star,A,5,2025-12-04 17:28:08.927987
2628,16,Moon,Haumea,5,2025-12-03 13:08:48.585899
